2018-02-02,2018-02-09,2018-02-16,2018-02-23,2018-03-02,2018-03-09,2018-03-16,2018-03-23,2018-03-30,2018-04-06,2018-04-13,2018-04-20,2018-04-27,2018-05-04,2018-05-11,2018-05-18,2018-05-25,2018-06-01,2018-06-08,2018-06-15,2018-06-22,2018-06-29,2018-07-06,2018-07-13,2018-07-23,2018-07-30,2018-08-06,2018-08-13,2018-08-20,2018-08-27,2018-09-03,2018-09-10,2018-09-17,2018-09-24,2018-10-01,2018-10-08,2018-10-15,2018-10-22,2018-10-29,2018-11-05,2018-11-12,2018-11-19,2018-11-26,2018-12-03,2018-12-10,2018-12-14,2018-12-21,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-20,2019-02-27,2019-03-06,2019-03-13,2019-03-20,2019-03-27,2019-04-03,2019-04-10,2019-04-22,2019-04-29,2019-05-06,2019-05-13,2019-05-20,2019-05-27,2019-06-03,2019-06-10,2019-06-14,2019-06-21,2019-06-28,2019-07-05,2019-07-12,2019-07-19,2019-07-26,2019-08-02,2019-08-09,2019-08-16,2019-08-23,2019-08-30,2019-09-06,2019-09-13,2019-09-20,2019-09-27,2019-10-04,2019-10-11,2019-10-18,2019-10-25,2019-11-01,2019-11-08,2019-11-15,2019-11-22,2019-11-29,2019-12-06,2019-12-13,2019-12-20,2019-12-27,2020-01-03,2020-01-10,2020-01-17,2020-01-24,2020-01-31,2020-02-07,2020-02-14,2020-02-21,2020-02-28,2020-03-06,2020-03-13,2020-03-20,2020-03-27,2020-04-03,2020-04-10,2020-04-17,2020-04-24,2020-05-01,2020-05-08,2020-05-15,2020-05-22,2020-05-29,2020-06-05,2020-06-12,2020-06-19,2020-06-26,2020-07-03,2020-07-10,2020-07-17,2020-07-24,2020-07-31,2020-08-07,2020-08-14,2020-08-21,2020-08-28,2020-09-04,2020-09-11,2020-09-18,2020-09-25,2020-10-02,2020-10-09,2020-10-16,2020-10-23,2020-10-30,2020-11-06,2020-11-13,2020-11-20,2020-11-27,2020-12-04,2020-12-11,2020-12-18,2020-12-25,2021-01-01,2021-01-08,2021-01-15,2021-01-22,2021-02-02,2021-02-09,2021-02-16,2021-02-23,2021-03-02,2021-03-09,2021-03-16,2021-03-23,2021-03-30,2021-04-06,2021-04-13,2021-04-20,2021-04-27,2021-05-04,2021-05-11,2021-05-18,2021-05-25,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-07-02,2021-07-09,2021-07-16,2021-07-23,2021-07-30,2021-08-06,2021-08-13,2021-08-20,2021-08-27,2021-09-03,2021-09-10,2021-09-17,2021-09-24,2021-10-01,2021-10-08,2021-10-15,2021-10-22,2021-10-29,2021-11-05,2021-11-12,2021-11-19,2021-11-26,2021-12-03,2021-12-10,2021-12-17,2021-12-24,2021-12-31
161390,161390,161390,161390,161390,161390,161390,161390,161390,161390,161390,161390,161390,161390,161390,161390,161390,161390,161390,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,128940,128940,128940,128940,128940,128940,128940,128940,128940,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4800,68270,68270,68270,68270
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,9240,9240,9240,9240,9240,9240,9240,9240,9240,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,93370,294870,294870,294870,294870
47810,47810,47810,47810,47810,47810,47810,47810,47810,47810,47810,47810,47810,47810,47810,47810,47810,47810,47810,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,20000,20000,20000,20000,20000,20000,20000,20000,20000,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,5380,69260,241560,241560,241560,241560
60980,60980,60980,60980,60980,60980,60980,60980,60980,60980,60980,60980,60980,60980,60980,60980,60980,60980,60980,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,105630,105630,105630,105630,105630,105630,105630,105630,105630,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,68270,42660,42660,42660,42660
8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,14680,14680,14680,14680,14680,14680,14680,14680,14680,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,57050,294870,316140,316140,316140,316140
128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,128940,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,18880,18880,18880,18880,18880,18880,18880,18880,18880,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,241560,81660,81660,81660,81660
9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,9420,9420,9420,9420,9420,9420,9420,9420,9420,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,71840,31430,31430,31430,31430
20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,3300,3300,3300,3300,3300,3300,3300,3300,3300,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,93370,42660,284740,284740,284740,284740
105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,105630,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,51600,51600,51600,51600,51600,51600,51600,51600,51600,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,69260,316140,241590,241590,241590,241590
14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,14680,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,52690,52690,52690,52690,52690,52690,52690,52690,52690,97230,97230,97230,97230,97230,97230,97230,97230,880,880,880,880,880,880,880,880,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,68270,81660,192080,192080,192080,192080
4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,97230,97230,97230,97230,97230,97230,97230,97230,97230,880,880,880,880,880,880,880,880,88350,88350,88350,88350,88350,88350,88350,88350,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,294870,31430,180640,180640,180640,180640
18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,18880,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,880,880,880,880,880,880,880,880,880,88350,88350,88350,88350,88350,88350,88350,88350,9830,9830,9830,9830,9830,9830,9830,9830,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,241560,284740,32350,32350,32350,32350
9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,9420,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,88350,88350,88350,88350,88350,88350,88350,88350,88350,9830,9830,9830,9830,9830,9830,9830,9830,12450,12450,12450,12450,12450,12450,12450,12450,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,71840,241590,20560,20560,20560,20560
3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,9830,9830,9830,9830,9830,9830,9830,9830,9830,12450,12450,12450,12450,12450,12450,12450,12450,720,720,720,720,720,720,720,720,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,42660,192080,16380,16380,16380,16380
51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,12450,12450,12450,12450,12450,12450,12450,12450,12450,720,720,720,720,720,720,720,720,5440,5440,5440,5440,5440,5440,5440,5440,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,79430,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,316140,180640,11200,11200,11200,11200
52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,52690,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,720,720,720,720,720,720,720,720,720,5440,5440,5440,5440,5440,5440,5440,5440,86280,86280,86280,86280,86280,86280,86280,86280,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,12330,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,32350,3670,3670,3670,3670
97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,97230,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,5440,5440,5440,5440,5440,5440,5440,5440,5440,86280,86280,86280,86280,86280,86280,86280,86280,267250,267250,267250,267250,267250,267250,267250,267250,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,10620,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,81660,20560,326030,326030,326030,326030
880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,86280,86280,86280,86280,86280,86280,86280,86280,86280,267250,267250,267250,267250,267250,267250,267250,267250,64350,64350,64350,64350,64350,64350,64350,64350,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,69960,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,31430,16380,3090,3090,3090,3090
88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,88350,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,86280,267250,267250,267250,267250,267250,267250,267250,267250,267250,64350,64350,64350,64350,64350,64350,64350,64350,79430,79430,79430,79430,79430,79430,79430,79430,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,18250,11200,13890,13890,13890,13890
9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,267250,64350,64350,64350,64350,64350,64350,64350,64350,64350,79430,79430,79430,79430,79430,79430,79430,79430,12330,12330,12330,12330,12330,12330,12330,12330,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,17800,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,284740,7700,112610,112610,112610,112610
12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,64350,79430,79430,79430,79430,79430,79430,79430,79430,79430,12330,12330,12330,12330,12330,12330,12330,12330,10620,10620,10620,10620,10620,10620,10620,10620,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,11210,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,241590,3670,39490,39490,39490,39490
